,시,이름,매장명,주소
787,경기,메가커피,평택고덕로데오점,"경기 평택시 고덕갈평5길 30 (고덕동), 1동 1층 101호"
788,경기,메가커피,평택고덕삼성점,"경기 평택시 고덕여염12길 84 (고덕동), 102호"
789,경기,메가커피,평택대점,경기도 평택시 용이동 465-1
790,경기,메가커피,평택더샵센트럴점,"경기도 평택시 동삭1로22번길 19-13, 1층 (동삭동)"
791,경기,메가커피,평택동문점,"경기도 평택시 신촌2로 22 , B동 107호 (칠원동 , 맘스스퀘어)"
792,경기,메가커피,평택동삭점,"경기도 평택시 상서재로 50 , 416동 121호(동삭동, 평택센트럴자이4단지)"
793,경기,메가커피,평택비전점,"경기도 평택시 비전2로 192 , 1층 (비전동, 103호)"
794,경기,메가커피,평택성동초교점,"경기도 평택시 중앙로 101, 1층(비전동)"
795,경기,메가커피,평택소사벌지구점,"경기도 평택시 평남로 933 , 106호 (비전동 , 태성빌딩)"
796,경기,메가커피,평택송탄시장점,"경기도 평택시 탄현로 330-1, 1층(지산동)"
797,경기,메가커피,평택아너스빌점,"경기도 평택시 평택5로 94 , 1층 (비전동)"
798,경기,메가커피,평택안중점,"경기도 평택시 안중읍 안현로서6길 48 , 101호"
799,경기,메가커피,평택역점,"경기도 평택시 평택1로 2-1 , (평택동)1층"
800,경기,메가커피,평택용죽점,"경기 평택시 용죽3로 15 (용이동), 1층 103호"
801,경기,메가커피,평택이충점,"경기도 평택시 이충로35번길 26 , 103호(이충동)"
802,경기,메가커피,평택장당점,"경기도 평택시 송탄로40번길 79-21 , 1층 (이충동)"
803,경기,메가커피,평택지산점,"경기도 평택시 지산로 83 , 1층 (독곡동 , 한성빌딩)"
804,경기,메가커피,평택지제점,"경기도 평택시 지제동삭1로 41 , (지제동, 지제역더샵센트럴시티)"
805,경기,메가커피,평택청북점,"경기도 평택시 청북읍 안청로2길 33-2 , 107호"
806,경기,메가커피,평택팽성점,"경기 평택시 팽성읍 부용로 23 (송화리, 한미빌딩)"
807,경기,메가커피,평택포승점,"경기도 평택시 포승읍 여술로 22, 1층"
808,경기,메가커피,평택힐스테이트점,"경기도 평택시 세교6로 46 , 1층 (세교동, 힐스테이트 평택)"
809,경기,메가커피,포천선단점,경기 포천시 호국로 995 (선단동)
810,경기,메가커피,포천송우리점,"경기도 포천시 소흘읍 송우로 79, 106호(삼화프라자)"
811,경기,메가커피,포천송우사거리점,경기도 포천시 소흘읍 솔모루로 64
812,경기,메가커피,포천신읍점,경기도 포천시 신읍동 27-12
813,경기,메가커피,포천운천점,"경기도 포천시 영북면 운천로 17-1 , (운천리)1층"
814,경기,메가커피,포천일동점,"경기도 포천시 일동면 화동로1051번길 4-3 , (기산리)1층"
815,경기,메가커피,풍무당곡고개점,"경기도 김포시 풍무로 62 , 105호(풍무동 , 한화프라자)"
816,경기,메가커피,풍산모당공원점,"경기도 고양시 일산동구 중산로 67 , 1층 (중산동, 중산동 아카데미)"
817,경기,메가커피,하남감일중앙점,"경기 하남시 감일백제로180번길 9 (감이동, 호평메디컬타워), 1층 106호"
818,경기,메가커피,하남감일지구점,"경기도 하남시 신우실로 67, 1층 (감일동)"
819,경기,메가커피,하남미사점,"경기도 하남시 미사강변대로226번안길 25, (디럭스프라자), 111호"
820,경기,메가커피,하남시청역점,"경기도 하남시 신평로 76-1, 1층(신장동)"
821,경기,메가커피,하남신장점,"경기도 하남시 신장로 139 , 1층 (덕풍동)"
822,경기,메가커피,하남학암점,"경기도 하남시 위례학암로 17, 1층(학암동)"
823,경기,메가커피,한대앞역점,"경기도 안산시 상록구 중보로 49 , 112호 (이동, 숭실프라자)"
824,경기,메가커피,행신역점,"경기도 고양시 덕양구 충장로 22, 101호 (행신동 , 탑프라자)"
825,경기,메가커피,행신햇빛마을점,"경기도 고양시 덕양구 중앙로 554 , 109호(행신동 , 화성프라자)"
826,경기,메가커피,호계지식산업센터점,"경기도 안양시 동안구 엘에스로 122 , 128호 (호계동 , 호계 데시앙플렉스)"
827,경기,메가커피,호매실신미주점,"경기도 수원시 권선구 금호로 20 , 1층 (호매실동)"
828,경기,메가커피,호평마을점,"경기 남양주시 호평로 134 (호평동, 호평아카데미), 101호"
829,경기,메가커피,호평중흥점,"경기도 남양주시 늘을3로 65-4, 106-1호(호평동 , 로제카운티)"
830,경기,메가커피,홈플러스안산선부점,"경기도 안산시 단원구 삼일로 316 , 1층(선부동 , 홈플러스)"
831,경기,메가커피,화서블루밍점,"경기 수원시 팔달구 화양로 31 (화서동), 1층"
832,경기,메가커피,화서역점,"경기도 수원시 팔달구 덕영대로697번길 17, 105호(화서동 , 그린프라자)"
833,경기,메가커피,화서파크푸르지오점,"경기도 수원시 장안구 대평로 27, 201동 1층 101호(정자동 , 화서역파크푸르지오)"
834,경기,메가커피,화성남양점,"경기도 화성시 남양읍 남양성지로 139-6 , 1층"
835,경기,메가커피,화성남양중앙점,"경기 화성시 남양읍 남양로 829 (남양리), 1층 123호"
836,경기,메가커피,화성반월점,"경기 화성시 영통로26번길 20 (반월동), 1층 105호,106호"
837,경기,메가커피,화성발안점,"경기도 화성시 향남읍 삼천병마로 201 , 103호"
838,경기,메가커피,화성병점점,"경기도 화성시 효행로 1073 , (진안동, 거성프라자)"
839,경기,메가커피,화성보보스점,"경기도 화성시 효행로 287, 1층 109호(기안동 , 보보스프라자)"
840,경기,메가커피,화성봉담2지구점,"경기도 화성시 봉담읍 상리2길 55, 1동 1층 119호(어반센터프라자)"
841,경기,메가커피,화성봉담센트럴점,"경기 화성시 봉담읍 와우로34번길 12 (와우리, 봉담 센트럴 푸르지오)"
842,경기,메가커피,화성봉담중앙점,"경기도 화성시 봉담읍 장등2길 5-9, 1층 101호"
843,경기,메가커피,화성사강점,"경기도 화성시 송산면 사강로 193 , 1층"
844,경기,메가커피,화성삼봉근린공원점,"경기 화성시 봉담읍 상리3길 43-18 (상리), 1동 1층 104호"
845,경기,메가커피,화성상리점,"경기도 화성시 봉담읍 삼천병마로 1276 , 1층"
846,경기,메가커피,화성시청역센트럴파크점,"경기 화성시 남양읍 화성시청역로 14 (신남리, 화성시청역 센트럴파크스타힐스 3단지), 309동 101,102호"
847,경기,메가커피,화성시청점,"경기도 화성시 남양읍 시청로 119, 107호"
848,경기,메가커피,화성행궁점,"경기 수원시 팔달구 행궁로 30-1 (남창동), 1층"
849,경기,메가커피,화성향남1지구점,"경기도 화성시 향남읍 발안로 116, 113호(중앙프라자)"
850,경기,메가커피,화성향남2지구점,"경기도 화성시 향남읍 발안양감로 205 , 1층 (메인탑프라자)"
851,경기,메가커피,화성향남시범점,"경기 화성시 향남읍 행정중앙1로 4 (행정리), 1층 101,102호"
852,경기,메가커피,화정단독주택단지점,"경기 고양시 덕양구 화중로151번길 3 (화정동), 1층 101호"
853,경기,메가커피,화정역점,"경기도 고양시 덕양구 화정동 967-2, 한솔타워 3호"
854,경기,메가커피,회룡역점,"경기도 의정부시 외미로 95 , 103호(호원동)"
855,경기,메가커피,회룡중앙점,"경기 의정부시 평화로 374 (호원동, 한승아파트), 상가동 지상1층 110호"
856,경기,벤티,가평현리점,경기 가평군 조종면 현창로 28-5 (현리) 1층
857,경기,벤티,강남대점,"경기 용인시 기흥구 강남동로 6 (구갈동, 그랜드프라자) 106호"
858,경기,벤티,고양동산점,경기 고양시 덕양구 동세로 19 (동산동) 102호
859,경기,벤티,고양라몬테점,"경기 고양시 일산동구 연리지로 51 (장항동, 라몬테이탈리아노) 102호"
860,경기,벤티,고양원흥점,"경기 고양시 덕양구 원흥3로 8 (원흥동) 108호,109호"
861,경기,벤티,고양지축점,"경기 고양시 덕양구 지축1로 65 (지축동, 로로프라자) 1층"
862,경기,벤티,곤지암점,"경기 광주시 곤지암읍 평촌길 35-7 (삼리, 주은빌딩) 1층"
863,경기,벤티,과천위버필드점,경기 과천시 별양상가2로 35 (별양동) 1층 105호
864,경기,벤티,광교중앙점,"경기 수원시 영통구 이의동 1347-2, 지타워 103호  "
865,경기,벤티,광명무역센터점,경기 광명시 일직로 72  
866,경기,벤티,광명사거리역점,경기 광명시 광명동 158-780  
867,경기,벤티,광명소하점,경기 광명시 소하동 1364 1층 115호
868,경기,벤티,광명어반브릭스점,경기 광명시 양지로 19 (일직동) B동 1층 112호
869,경기,벤티,광명하안점,경기 광명시 하안동 33-1  
870,경기,벤티,광주경안점,"경기 광주시 경안로41번길 6 (경안동, 경기광주역 금호리첸시아) 1층 B107호"
871,경기,벤티,광주태전점,경기 광주시 태봉로 145-2 (태전동) 우영상가 101호
872,경기,벤티,구리돌다리점,경기 구리시 경춘로 214-1 (수택동) 1층
873,경기,벤티,구리아름마을점,경기 구리시 동구릉로85번길 15 (인창동) 1층
874,경기,벤티,기흥구청점,"경기 용인시 기흥구 구갈로60번길 19 (구갈동, 금강프라자) 104호"
875,경기,벤티,기흥더샵점,"경기 용인시 기흥구 기흥역로58번길 78 (구갈동, 기흥역 더샵), 1층 111호  "
876,경기,벤티,김포감정점,"경기 김포시 중봉1로 12 (감정동, 이삼메디칼센타) 1층 103호"
877,경기,벤티,김포구래점,경기 김포시 김포한강9로 95 (구래동)  
878,경기,벤티,김포디원시티점,경기 김포시 구래동 6871-12 디원시티 107호
879,경기,벤티,김포마송점,경기 김포시 통진읍 김포대로 2231 (마송리) 103호
880,경기,벤티,김포사우점,경기 김포시 사우중로 88 (사우동) 1층 105호
881,경기,벤티,김포양곡점,경기 김포시 양촌읍 양곡2로80번길 68 (양곡리) 101호
882,경기,벤티,김포운양점,경기 김포시 김포한강11로 288-24 (운양동) 1동 1층 113호  
883,경기,벤티,김포지식산업센터점,경기 김포시 태장로 741 (장기동) 경동미르웰시티 1층 129호
884,경기,벤티,김포풍무역점,경기 김포시 김포대로 699 (풍무동) 드림시티 110호
885,경기,벤티,남양주2청사점,경기 남양주시 다산지금로16번길 87 (다산동) 104호
886,경기,벤티,남양주마석점,"경기 남양주시 화도읍 맷돌로 110-13 (마석우리, 신명프라자) 101호"
887,경기,벤티,남양주묵현점,경기 남양주시 화도읍 먹갓로28번길 5 (묵현리) 1층
888,경기,벤티,남양주오남진주점,경기 남양주시 오남읍 오남리 202 1층
889,경기,벤티,남양주장현점,경기 남양주시 진접읍 장현로 61 (장현리) 1층 일부
890,경기,벤티,남양주진접점,경기 남양주시 진접읍 해밀예당3로 57 (금곡리) 1층 101호
891,경기,벤티,녹양역점,"경기 의정부시 체육로 306-32 (녹양동, 키움프라자) 102호"
892,경기,벤티,녹양힐스테이트점,경기 의정부시 녹양로 64 (녹양동) 102호
893,경기,벤티,뉴코아부천점,"경기 부천시 송내대로 239 (상동, 부천터미널소풍), 5층  "
894,경기,벤티,다산블루웨일점,"경기 남양주시 다산중앙로19번길 25-23 (다산동, 다산진건 블루웨일 지식산업센터 2차) 1층 R106호"
895,경기,벤티,다산신도시점,경기 남양주시 다산중앙로146번길 12-16 (다산동) 파크뷰타워 103호   
896,경기,벤티,다산지금지구점,"경기 남양주시 다산지금로 140 (다산동, 다산지금지구 근생7-5) 주건축물제1동 1층 105호"
897,경기,벤티,대광리역점,"경기 연천군 신서면 연신로 1160 (도신리) ,"
898,경기,벤티,대화역점,"경기 고양시 일산서구 중앙로 1560 (대화동, 다산스카이빌) 102호"
899,경기,벤티,덕평휴게소스퀘어점,경기 이천시 마장면 덕이로154번길 287-76 (각평리) 2동 1층
900,경기,벤티,도농역점,"경기 남양주시 도농로 32 (다산동, 부영그린타운) 115호  "
901,경기,벤티,동두천지행역점,"경기 동두천시 지행동 721-2, 제 1층 102호  "
902,경기,벤티,동탄남광장점,"경기 화성시 동탄중심상가1길 35 (반송동, 한솔프라자), 107호 일부  "
903,경기,벤티,동탄더퍼스트타워점,경기 화성시 동탄대로21길 10 (영천동) 더 퍼스트타워 1층 141호
904,경기,벤티,동탄라크몽점,경기 화성시 동탄대로5길 21 (송동) 1층 E172호
905,경기,벤티,동탄북광장점,경기 화성시 반송동 88-12 1층
906,경기,벤티,동탄역예미지점,"경기 화성시 동탄역로 196 (오산동, 동탄역 예미지 시그너스) 판매시설동 1층 L1-128호"
907,경기,벤티,동탄영천점,경기 화성시 동탄순환대로 690 (영천동) 애플 스퀘어 1층 105호
908,경기,벤티,동탄영천파크점,"경기 화성시 동탄대로24가길 7 (영천동, 동탄 파크 푸르지오) 1층 107호"
909,경기,벤티,동탄호수공원점,경기 화성시 동탄순환대로 127-27 (산척동) B103호
910,경기,벤티,동탄힐스테이트점,"경기 화성시 동탄기흥로 585 (영천동, 힐스테이트 동탄역) 109호"
911,경기,벤티,롯데마트김포한강점,경기 김포시 김포한강2로 41  
912,경기,벤티,롯데마트오산점,"경기 오산시 경기대로 271 (오산동, 롯데마트오산점)  "
913,경기,벤티,롯데몰수지점,경기 용인시 수지구 성복2로 38 롯데몰수지점 내 지하1층   
914,경기,벤티,마두역점,"경기 고양시 일산동구 강석로 123 (마두동, 뉴삼창마트) 1층 136호"
915,경기,벤티,망월사역점,"경기 의정부시 평화로 196 (호원동, 신일엘리시움) 1층 113호"
916,경기,벤티,매탄시장점,경기 수원시 영통구 중부대로246번길 51 (매탄동) 1층
917,경기,벤티,문산역점,경기 파주시 문산읍 문산리 17-345  
918,경기,벤티,미사그랑파사쥬점,"경기 하남시 미사강변동로 95 (망월동, 힐스테이트 미사역 그랑파사쥬(12-1BL))  1004호, 상가1층"
919,경기,벤티,미사테스타타워점,"경기 하남시 미사강변서로 25 (풍산동, 미사 테스타타워 지식산업센터) 1층 R105호"
920,경기,벤티,민락코스트코점,경기 의정부시 용민로 493 (민락동) 엘스퀘어 118호
921,경기,벤티,배곧신도시점,"경기 시흥시 서울대학로278번길 19-8 (정왕동, 새롬프라자) 1층"
922,경기,벤티,백석더리브점,"경기 고양시 일산동구 중앙로 1079 (백석동, 백석역 더리브 스타일) 백석역더리브스타일 114호"
923,경기,벤티,범계점,"경기 안양시 동안구 시민대로 190 (호계동, 힐스테이트 범계역 모비우스) 1층"
924,경기,벤티,범골역점,경기 의정부시 호동로 63 (호원동) 1층
925,경기,벤티,별내로데오점,경기 남양주시 별내동 1015 오션일레븐 4타워 주건축물 제1동 1층 111호
926,경기,벤티,별내북부점,"경기 남양주시 별내3로 320 (별내동, 센트럴프라자) 1층 103호"
927,경기,벤티,별내역아이파크점,경기 남양주시 별내동 1007-4 1층
928,경기,벤티,별내파라곤스퀘어점,"경기 남양주시 순화궁로 249 (별내동, 별내역 파라곤스퀘어) 별내파라곤스퀘어 상가1동 C115호"
929,경기,벤티,부천U1점,경기 부천시 조마루로385번길 92 (원미동) 124호
930,경기,벤티,부천고강시장점,경기 부천시 고강동 318 1층
931,경기,벤티,부천괴안점,경기 부천시 괴안동 204-12 102호
932,경기,벤티,부천남부역점,경기 부천시 심곡본동 671-1 106호  
933,경기,벤티,부천라일락점,"경기 부천시 도약로 29 (상동, 에이스프라자) 1층 102호"
934,경기,벤티,부천벚꽃마을점,경기 부천시 상일로 14-5 (상동) 1층 2호
935,경기,벤티,부천보람마을점,"경기 부천시 석천로 105 (중동, 보람마을) 상가동 101호"
936,경기,벤티,부천상동역점,"경기 부천시 상동로 84 (상동, 영플러스)  "
937,경기,벤티,부천소새울역점,경기 부천시 소사로 102 (소사본동)  
938,경기,벤티,부천시청역점,"경기 부천시 길주로 177 (중동, 에스티마오피스텔) 에스티마오피스텔 104호"
939,경기,벤티,부천역점,경기 부천시 부일로 461 (심곡동)  
940,경기,벤티,부천옥길지구점,"경기 부천시 양지로 205 (옥길동, 부천옥길 서영아너시티2), 110호  "
941,경기,벤티,부천원미점,"경기 부천시 원미로 123-5 (원미동, 미성플로체) 1층 101호"
942,경기,벤티,부천원종역점,"경기 부천시 소사로 779 (원종동, 뉴월드프라자) 102호"
943,경기,벤티,부천중동점,경기 부천시 중동로248번길 124 (중동)  
944,경기,벤티,부천중동팰리스점,경기 부천시 중동로 146 (중동) 1층
945,경기,벤티,부천중앙공원점,"경기 부천시 소향로 181 (중동, 센트럴파크 푸르지오) 상가동 101호  "
946,경기,벤티,부천테크노파크점,"경기 부천시 석천로 345 (삼정동, 부천테크노파크) 부대동109일부호"
947,경기,벤티,분당양지마을점,"경기 성남시 분당구 내정로173번길 49 (수내동, 궁전프라자-3) 1층 113호"
948,경기,벤티,산본시장점,경기 군포시 산본동 216-17 1층
949,경기,벤티,산본점,"경기 군포시 산본로343번길 23 (산본동, 옥산빌딩) 옥산빌딩 1층 108호"
950,경기,벤티,상대원센터엠점,경기 성남시 중원구 사기막골로62번길 33 (상대원동) 지하2층 RB209호
951,경기,벤티,상록수점,"경기 안산시 상록구 본삼로 60 (본오동, 월드아파트 상가 1동) 1층"
952,경기,벤티,상현역점,"경기 용인시 수지구 광교중앙로 315 (상현동, 광교 티타워) 106호"
953,경기,벤티,서정마을점,"경기 고양시 덕양구 중앙로 440 (행신동, 센타프라자) 1층 102호"
954,경기,벤티,서판교점,경기 성남시 분당구 판교동 598-9  
955,경기,벤티,서현시범단지점,"경기 성남시 분당구 중앙공원로40번길 8 (서현동, 현대근린상가) 1층 148호"
956,경기,벤티,성남신흥점,경기 성남시 수정구 신흥동 5493-1  
957,경기,벤티,송내투나점,경기 부천시 상일로122번길 45 (상동) 107호
958,경기,벤티,송내하이센스빌점,"경기 부천시 부일로205번길 32 (상동, 하이센스빌) 제1층 제108호"
959,경기,벤티,송산그린시티점,경기 화성시 수노을중앙로 142 (새솔동) 1층
960,경기,벤티,수원SKV1모터스점,경기 수원시 권선구 평동로79번길 45 (평동) 수원SKV1모터스 1층   
961,경기,벤티,수원능실마을점,경기 수원시 권선구 호매실로104번길 90 (호매실동) 1층 더벤티 수원능실마을점
962,경기,벤티,수원대점,경기 화성시 봉담읍 와우리 38-23 1층
963,경기,벤티,수원매산점,경기 수원시 팔달구 매산로 46 (매산로2가) 1층
964,경기,벤티,수원영통구청점,"경기 수원시 영통구 효원로 387 (매탄동, 풍성프라자)  "
965,경기,벤티,수원영통중앙점,"경기 수원시 영통구 반달로7번길 16 (영통동, e-폴리스) 1층"
966,경기,벤티,수원율전점,경기 수원시 장안구 율전동 298-3 운화빌딩 1층
967,경기,벤티,수원인계점,경기 수원시 팔달구 인계동 1036 106호
968,경기,벤티,수원정자점,경기 수원시 장안구 정자동 888-2 102호
969,경기,벤티,수원호매실점,경기 수원시 권선구 금곡로102번길 38 (금곡동) 1층
970,경기,벤티,수원화서역점,"경기 수원시 팔달구 덕영대로697번길 7 (화서동, 아트프라자), 101호   "
971,경기,벤티,시화로데오점,경기 시흥시 중심상가3길 11  
972,경기,벤티,시흥배곧한라점,"경기 시흥시 서울대학로 172-20 (정왕동, 한라비발디캠퍼스3차) 상가4동 1층 113 A호"
973,경기,벤티,시흥신천점,"경기 시흥시 시흥대로 1121 (신천동, 신천휴먼시아 상가조합), 101호  "
974,경기,벤티,시흥신천중앙점,경기 시흥시 신천동 833-2 1층
975,경기,벤티,시흥월곶점,경기 시흥시 월곶중앙로58번길 5-6 (월곶동) 시흥월곶역 블루밍더마크 1층 119호
976,경기,벤티,시흥은계중앙점,"경기 시흥시 은계번영길 2 (은행동, 서미프라자)  "
977,경기,벤티,시흥은행점,"경기 시흥시 대은로 90 (은행동, 에머랄드빌딩), 1층 103호 일부  "
978,경기,벤티,시흥장곡점,경기 시흥시 장곡1로 15 (장곡동) 105호
979,경기,벤티,시흥장현중앙점,경기 시흥시 장현순환로 1 (장현동) 107호
980,경기,벤티,신갈롯데점,"경기 용인시 기흥구 중부대로 375 (신갈동, 기흥역롯데캐슬스카이) 1층 3호"
981,경기,벤티,안산문화광장점,경기 안산시 단원구 고잔동 771  
982,경기,벤티,안산본오점,경기 안산시 상록구 본오동 880-15 103호
983,경기,벤티,안산신길점,"경기 안산시 단원구 중앙대로 421 (신길동, 모리아 오피스텔) 115호"
984,경기,벤티,안산중앙점,"경기 안산시 단원구 예술대학로 17 (고잔동, 안산중앙노블레스) 1층"
985,경기,벤티,안산한대앞점,경기 안산시 상록구 이동 717  
986,경기,벤티,안성석정점,경기 안성시 석정2길 18 (석정동) 1층
987,경기,벤티,안양박달점,경기 안양시 만안구 박달로 475 (박달동) 102호
988,경기,벤티,안양비산점,"경기 안양시 동안구 관악대로106번길 77 (비산동, 비산롯데캐슬 상가동) 105호"
989,경기,벤티,야탑점,경기 성남시 분당구 야탑동 353-5  
990,경기,벤티,양주광적점,경기 양주시 광적면 가래비13길 3 (가납리) 1층
991,경기,벤티,양주덕정점,"경기 양주시 회정로 134 (덕정동, 두리테크 덕정타운), 107호  "
992,경기,벤티,양주신산점,경기 양주시 남면 개나리11길 2 (신산리)  
993,경기,벤티,양주옥정점,경기 양주시 옥정동 963-12 옥정시네마엠디프라자 116호
994,경기,벤티,엔터식스안양역점,"경기 안양시 만안구 만안로 232 (안양동, 안양역) 엔터식스안양역점 지하1층"
995,경기,벤티,여주터미널점,경기 여주시 세종로 80 (홍문동)  
996,경기,벤티,역곡역CGV점,"경기 부천시 경인로 505 (괴안동, 역곡하이뷰), 103호  "
997,경기,벤티,역곡역북부점,"경기 부천시 역곡로 3 (역곡동, 역곡덕지빌딩) 1층 105호"
998,경기,벤티,연천역점,경기 연천군 연천읍 연천로 245 (차탄리) 1층
999,경기,벤티,연천전곡점,"경기 연천군 전곡읍 온골로 59 (전곡리), 1층  "
1000,경기,벤티,오남역점,경기 남양주시 오남읍 진건오남로 915 (양지리) 하나빌딩 110호
1001,경기,벤티,오산대역점,경기 오산시 내삼미로 85 (수청동) 1층 102호
1002,경기,벤티,오산중앙CGV점,경기 오산시 원동로 22 (원동) 르마레시티 1층 140호
1003,경기,벤티,옥정듀클래스점,경기 양주시 옥정동 987-1 R110호
1004,경기,벤티,옥정중앙공원점,경기 양주시 옥정동 1036-4 114호  
1005,경기,벤티,용인동백스퀘어점,경기 용인시 기흥구 동백죽전대로 331 (중동)  스퀘어일레븐 주건축물 제1동 지하2층 B206호(중동)
1006,경기,벤티,용인동백점,경기 용인시 기흥구 동백중앙로 283 (중동)  
1007,경기,벤티,용인둔전점,경기 용인시 처인구 포곡읍 포곡로 108 (둔전리) 1층
1008,경기,벤티,용인보라점,"경기 용인시 기흥구 한보라1로 8 (보라동, 스카이프라자) 106호"
1009,경기,벤티,용인보정점,경기 용인시 기흥구 죽전로 29 (보정동) 1층
1010,경기,벤티,용인상현점,"경기 용인시 수지구 만현로 110 (상현동, 원희캐슬프라자) A동"
1011,경기,벤티,용인수지점,경기 용인시 수지구 풍덕천동 1082-3  
1012,경기,벤티,용인역북점,경기 용인시 처인구 명지로 24 (역북동) 역북 THE럭스나인  B110호
1013,경기,벤티,용인죽전점,경기 용인시 수지구 죽전동 1189-3  
1014,경기,벤티,용인중앙시장점,경기 용인시 처인구 김량장동 133-85 1층 더벤티 용인중앙시장점
1015,경기,벤티,용인청현마을점,경기 용인시 기흥구 덕영대로2077번길 4 (영덕동)  
1016,경기,벤티,용인흥덕점," 경기 용인시 기흥구 흥덕중앙로 41 (영덕동, 흥덕웰스프라자) 1층 "
1017,경기,벤티,운정더테라스점,경기 파주시 가온로 200 (와동동) 근린생활시설동 109호
1018,경기,벤티,운정반석프라자점,"경기 파주시 청석로 115 (동패동) 1층 118호 (동패동, 반석프라자)"
1019,경기,벤티,운정역점,경기 파주시 와석순환로515번길 61 (와동동) 송림메디컬프라자 103호
1020,경기,벤티,운정해오름마을점,"경기 파주시 청암로 82 (다율동, 운정신도시 푸르지오 파르세나) 근생1동 1층 123호"
1021,경기,벤티,원흥역푸르지오점,"경기 고양시 덕양구 권율대로 671 (원흥동, 원흥역 푸르지오) 107호"
1022,경기,벤티,은계호수공원점,"경기 시흥시 은계중앙로 218 (은행동, SJ타워) 1층 104호"
1023,경기,벤티,의왕내손점,"경기 의왕시 갈미2로 40 (내손동) 캠퍼스프라자 1층 114,115"
1024,경기,벤티,의정부고산점,"경기 의정부시 서광로 135 (산곡동), 센타프라자 111호  "
1025,경기,벤티,의정부금오점,경기 의정부시 금오동 470-5  
1026,경기,벤티,의정부낙양점,경기 의정부시 송양로 29 (낙양동) 104호
1027,경기,벤티,의정부동오마을점,"경기 의정부시 추동로 9 (신곡동, 휴먼시티) 1층 104호"
1028,경기,벤티,의정부민락점,경기 의정부시 오목로225번길 147 (민락동) 폴리프라자 2차
1029,경기,벤티,의정부발곡역점,경기 의정부시 장암동 20-14 발곡프라자 103호
1030,경기,벤티,의정부산들마을점,경기 의정부시 용현로 144 (민락동) 지상 1층 102호
1031,경기,벤티,의정부서해점,"경기 의정부시 동일로466번길 27 (신곡동, 초원빌라) 지상1층 101호"
1032,경기,벤티,의정부센트럴자이점,경기 의정부시 경의로118번길 44 (의정부동) 1층
1033,경기,벤티,의정부시청점,경기 의정부시 둔야로45번길 51 (의정부동) 지상1층
1034,경기,벤티,의정부신곡점,"경기 의정부시 발곡로 10 (신곡동, 백상프라자빌딩) 104호"
1035,경기,벤티,의정부중앙점,경기 의정부시 의정부동 194-8  
1036,경기,벤티,의정부탑석자이점,경기 의정부시 용현동 264-11 104호
1037,경기,벤티,의정부효자초점,경기 의정부시 부용로 211 (신곡동) 1층 101호
1038,경기,벤티,이천신하점,경기 이천시 부발읍 경충대로 2236 (신하리)  
1039,경기,벤티,이천증포점,"경기 이천시 이섭대천로 1411 (증포동, 흥인프라자) 1층 107호"
1040,경기,벤티,이천터미널점,경기 이천시 중리천로 89 (창전동) 1층
1041,경기,벤티,일산웨스턴돔점,"경기 고양시 일산동구 정발산로 24 (장항동, 웨스턴돔1) 1층"
1042,경기,벤티,일산중산점,경기 고양시 일산동구 중산동 1662-6 1층 104호
1043,경기,벤티,일산풍동점,"경기 고양시 일산동구 숲속마을로 22 (풍동, 진넥스 블루오션) 105호"
1044,경기,벤티,일산후곡점,경기 고양시 일산서구 일산동 1079-5 더벤티 일산후곡점
1045,경기,벤티,중동래미안점,"경기 부천시 신흥로276번길 15 (중동, 래미안 부천 중동) 113동 113호"
1046,경기,벤티,중동역남부점,경기 부천시 경인로 72 (송내동) 1층
1047,경기,벤티,중동역북부점,경기 부천시 부일로 340 (중동)  
1048,경기,벤티,중동현대점,"경기 부천시 소향로 117 (중동, 베네피아오피스텔) 베니피아오피스텔 105호"
1049,경기,벤티,진접반도유보라점,경기 남양주시 진접읍 해밀예당3로 126 (금곡리) 1층 105호
1050,경기,벤티,진접서희스타힐스점,경기 남양주시 진접읍 부평리 703-1 일원 서희스타힐스상가1동 B106호
1051,경기,벤티,진접신도시점,경기 남양주시 진접읍 해밀예당1로235번길 8 (금곡리) 1층
1052,경기,벤티,초롱꽃마을점,"경기 파주시 초롱꽃로 130 (동패동, 파주운정신도시 디에트르 더 퍼스트) 운정 디에트르 더 퍼스트 단지 내 상가 B동 212호"
1053,경기,벤티,초지역센트럴포레점,경기 안산시 단원구 화랑로 102 (원곡동) 상가1동 107호
1054,경기,벤티,킨텍스꿈에그린점,"경기 고양시 일산서구 킨텍스로 240 (대화동, 킨텍스 꿈에그린) 1층 221호"
1055,경기,벤티,탑석역점,"경기 의정부시 오목로 29 (용현동, 정은스카이) 지상1층"
1056,경기,벤티,파주교하점,경기 파주시 동패동 1701 137-1호
1057,경기,벤티,파주금릉점,경기 파주시 금촌동 988-5  
1058,경기,벤티,파주봉일천점,"경기 파주시 조리읍 통일로 320 (봉일천리, 그랜드약국)  "
1059,경기,벤티,파주야당역점,"경기 파주시 소리천로8번길 36 (야당동), 103호  "
1060,경기,벤티,파주야당한빛점,경기 파주시 야당동 1000-4 104호
1061,경기,벤티,파주운정신도시점,"경기 파주시 청암로17번길 47 (목동동), 105호  "
1062,경기,벤티,파주운정점,경기 파주시 동패동 1761-4 동방프라자 104호
1063,경기,벤티,판교하이펙스점,경기 성남시 분당구 삼평동 679 B동 109호
